participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc,RT
s1_ll_fs4n_2,1,66,noise,present,notCued,noise,football,1,1969
s1_ll_fs4n_2,1,67,incongruent,absent,label,rollingpin,NA,1,2437
s1_ll_fs4n_2,1,68,noise,present,notCued,noise,kangaroo,0,2391
s1_ll_fs4n_2,1,69,incongruent,absent,label,banana,NA,1,2328
s1_ll_fs4n_2,1,70,noise,absent,notCued,noise,NA,1,2140
s1_ll_fs4n_2,1,71,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,1,72,incongruent,present,label,turtle,banana,1,3625
s1_ll_fs4n_2,1,73,incongruent,absent,label,banana,NA,0,4234
s1_ll_fs4n_2,1,74,noise,absent,notCued,noise,NA,1,3062
s1_ll_fs4n_2,1,75,congruent,present,label,banana,banana,0,2406
s1_ll_fs4n_2,1,76,incongruent,absent,label,pumpkin,NA,1,2625
s1_ll_fs4n_2,1,77,incongruent,absent,label,football,NA,1,2547
s1_ll_fs4n_2,1,78,noise,present,notCued,noise,kangaroo,0,2219
s1_ll_fs4n_2,1,79,incongruent,absent,label,rollingpin,NA,1,2250
s1_ll_fs4n_2,1,80,incongruent,absent,label,rollingpin,NA,1,2250
s1_ll_fs4n_2,1,81,noise,present,notCued,noise,zebra,0,2532
s1_ll_fs4n_2,1,82,noise,absent,notCued,noise,NA,1,2204
s1_ll_fs4n_2,1,83,incongruent,absent,label,zebra,NA,1,2406
s1_ll_fs4n_2,1,84,incongruent,absent,label,zebra,NA,0,2859
s1_ll_fs4n_2,1,85,noise,absent,notCued,noise,NA,1,2437
s1_ll_fs4n_2,1,86,incongruent,absent,label,football,NA,1,2610
s1_ll_fs4n_2,1,87,noise,absent,notCued,noise,NA,1,3312
s1_ll_fs4n_2,1,88,noise,present,notCued,noise,swan,0,2782
s1_ll_fs4n_2,1,89,noise,present,notCued,noise,rollingpin,1,2859
s1_ll_fs4n_2,1,90,noise,present,notCued,noise,swan,0,2656
s1_ll_fs4n_2,1,91,incongruent,absent,label,zebra,NA,1,2719
s1_ll_fs4n_2,1,92,incongruent,absent,label,kangaroo,NA,1,3656
s1_ll_fs4n_2,1,93,congruent,present,label,turtle,turtle,0,2344
s1_ll_fs4n_2,1,94,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,1,95,noise,present,notCued,noise,banana,0,2157
s1_ll_fs4n_2,1,96,noise,absent,notCued,noise,NA,1,2266
s1_ll_fs4n_2,1,97,incongruent,absent,label,football,NA,1,2094
s1_ll_fs4n_2,1,98,noise,present,notCued,noise,swan,1,2297
s1_ll_fs4n_2,1,99,congruent,present,label,rollingpin,rollingpin,0,2516
s1_ll_fs4n_2,1,100,congruent,present,label,rollingpin,rollingpin,1,2515
s1_ll_fs4n_2,1,101,congruent,present,label,zebra,zebra,0,2671
s1_ll_fs4n_2,1,102,noise,present,notCued,noise,pumpkin,0,2265
s1_ll_fs4n_2,1,103,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,1,104,noise,absent,notCued,noise,NA,1,11813
s1_ll_fs4n_2,1,105,congruent,present,label,swan,swan,0,2203
s1_ll_fs4n_2,1,106,incongruent,absent,label,kangaroo,NA,1,2125
s1_ll_fs4n_2,1,107,congruent,present,label,turtle,turtle,0,2172
s1_ll_fs4n_2,1,108,incongruent,present,label,turtle,pumpkin,0,3125
s1_ll_fs4n_2,1,109,incongruent,absent,label,swan,NA,1,2187
s1_ll_fs4n_2,1,110,noise,present,notCued,noise,football,0,2531
s1_ll_fs4n_2,1,111,noise,present,notCued,noise,football,0,2187
s1_ll_fs4n_2,1,112,congruent,present,label,turtle,turtle,0,2485
s1_ll_fs4n_2,1,113,noise,present,notCued,noise,pumpkin,0,2140
s1_ll_fs4n_2,1,114,congruent,present,label,rollingpin,rollingpin,1,1937
s1_ll_fs4n_2,1,115,noise,present,notCued,noise,kangaroo,1,2907
s1_ll_fs4n_2,1,116,incongruent,present,label,swan,rollingpin,0,2907
s1_ll_fs4n_2,1,117,noise,present,notCued,noise,pumpkin,0,2171
s1_ll_fs4n_2,1,118,noise,present,notCued,noise,turtle,0,2125
s1_ll_fs4n_2,1,119,incongruent,absent,label,turtle,NA,1,2094
s1_ll_fs4n_2,1,120,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,1,121,noise,absent,notCued,noise,NA,1,1859
s1_ll_fs4n_2,1,122,noise,absent,notCued,noise,NA,1,2219
s1_ll_fs4n_2,1,123,congruent,present,label,zebra,zebra,0,2469
s1_ll_fs4n_2,1,124,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,1,125,noise,absent,notCued,noise,NA,1,2109
s1_ll_fs4n_2,1,126,incongruent,present,label,turtle,swan,0,2125
s1_ll_fs4n_2,1,127,incongruent,absent,label,turtle,NA,1,2313
s1_ll_fs4n_2,1,128,congruent,present,label,kangaroo,kangaroo,0,2203
s1_ll_fs4n_2,1,129,noise,present,notCued,noise,turtle,0,2157
s1_ll_fs4n_2,1,130,noise,absent,notCued,noise,NA,1,2015
s1_ll_fs4n_2,1,131,congruent,present,label,kangaroo,kangaroo,0,2031
s1_ll_fs4n_2,1,132,noise,present,notCued,noise,banana,0,2063
s1_ll_fs4n_2,1,133,congruent,present,label,pumpkin,pumpkin,0,2297
s1_ll_fs4n_2,1,134,noise,present,notCued,noise,swan,0,2078
s1_ll_fs4n_2,1,135,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,1,136,congruent,present,label,pumpkin,pumpkin,0,2813
s1_ll_fs4n_2,1,137,noise,absent,notCued,noise,NA,1,2141
s1_ll_fs4n_2,1,138,congruent,present,label,banana,banana,1,4735
s1_ll_fs4n_2,1,139,noise,present,notCued,noise,pumpkin,0,2328
s1_ll_fs4n_2,1,140,incongruent,absent,label,zebra,NA,1,2141
s1_ll_fs4n_2,1,141,congruent,present,label,football,football,0,2109
s1_ll_fs4n_2,1,142,congruent,present,label,zebra,zebra,0,2109
s1_ll_fs4n_2,1,143,congruent,present,label,football,football,1,1985
s1_ll_fs4n_2,1,144,noise,present,notCued,noise,rollingpin,1,3187
s1_ll_fs4n_2,1,145,congruent,present,label,football,football,1,3500
s1_ll_fs4n_2,1,146,noise,absent,notCued,noise,NA,1,2282
s1_ll_fs4n_2,1,147,congruent,present,label,swan,swan,0,2110
s1_ll_fs4n_2,1,148,noise,absent,notCued,noise,NA,1,2094
s1_ll_fs4n_2,1,149,noise,absent,notCued,noise,NA,1,1937
s1_ll_fs4n_2,1,150,noise,absent,notCued,noise,NA,1,2047
s1_ll_fs4n_2,1,151,incongruent,present,label,football,zebra,0,2031
s1_ll_fs4n_2,1,152,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,1,153,noise,present,notCued,noise,banana,0,2063
s1_ll_fs4n_2,1,154,noise,absent,notCued,noise,NA,1,1844
s1_ll_fs4n_2,1,155,noise,present,notCued,noise,zebra,0,2016
s1_ll_fs4n_2,1,156,incongruent,present,label,rollingpin,turtle,0,2078
s1_ll_fs4n_2,1,157,noise,absent,notCued,noise,NA,1,1938
s1_ll_fs4n_2,1,158,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,1,159,noise,present,notCued,noise,rollingpin,1,1984
s1_ll_fs4n_2,1,160,noise,present,notCued,noise,kangaroo,0,2078
s1_ll_fs4n_2,2,1,noise,absent,notCued,noise,NA,0,2282
s1_ll_fs4n_2,2,2,incongruent,absent,label,zebra,NA,1,2328
s1_ll_fs4n_2,2,3,congruent,present,label,zebra,zebra,1,2141
s1_ll_fs4n_2,2,4,congruent,present,label,pumpkin,pumpkin,0,2140
s1_ll_fs4n_2,2,5,noise,present,notCued,noise,banana,0,2063
s1_ll_fs4n_2,2,6,incongruent,present,label,turtle,swan,0,5140
s1_ll_fs4n_2,2,7,incongruent,present,label,rollingpin,turtle,0,2015
s1_ll_fs4n_2,2,8,congruent,present,label,turtle,turtle,0,1953
s1_ll_fs4n_2,2,9,noise,present,notCued,noise,zebra,0,1890
s1_ll_fs4n_2,2,10,noise,absent,notCued,noise,NA,1,1969
s1_ll_fs4n_2,2,11,congruent,present,label,zebra,zebra,0,2062
s1_ll_fs4n_2,2,12,incongruent,absent,label,turtle,NA,1,2078
s1_ll_fs4n_2,2,13,noise,present,notCued,noise,swan,0,3546
s1_ll_fs4n_2,2,14,congruent,present,label,pumpkin,pumpkin,0,2000
s1_ll_fs4n_2,2,15,noise,present,notCued,noise,kangaroo,0,2047
s1_ll_fs4n_2,2,16,incongruent,absent,label,banana,NA,1,2344
s1_ll_fs4n_2,2,17,noise,absent,notCued,noise,NA,1,2156
s1_ll_fs4n_2,2,18,congruent,present,label,turtle,turtle,1,2437
s1_ll_fs4n_2,2,19,incongruent,absent,label,swan,NA,1,2781
s1_ll_fs4n_2,2,20,noise,absent,notCued,noise,NA,1,2062
s1_ll_fs4n_2,2,21,noise,absent,notCued,noise,NA,1,2094
s1_ll_fs4n_2,2,22,noise,absent,notCued,noise,NA,1,2094
s1_ll_fs4n_2,2,23,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,2,24,noise,present,notCued,noise,banana,0,2031
s1_ll_fs4n_2,2,25,congruent,present,label,rollingpin,rollingpin,0,1531
s1_ll_fs4n_2,2,26,congruent,present,label,football,football,0,1984
s1_ll_fs4n_2,2,27,incongruent,absent,label,rollingpin,NA,1,2109
s1_ll_fs4n_2,2,28,incongruent,present,label,turtle,banana,0,2234
s1_ll_fs4n_2,2,29,congruent,present,label,pumpkin,pumpkin,0,2157
s1_ll_fs4n_2,2,30,noise,absent,notCued,noise,NA,1,2078
s1_ll_fs4n_2,2,31,incongruent,absent,label,swan,NA,1,2515
s1_ll_fs4n_2,2,32,noise,absent,notCued,noise,NA,1,2078
s1_ll_fs4n_2,2,33,noise,present,notCued,noise,turtle,0,1984
s1_ll_fs4n_2,2,34,incongruent,absent,label,football,NA,1,2000
s1_ll_fs4n_2,2,35,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,2,36,noise,absent,notCued,noise,NA,1,1438
s1_ll_fs4n_2,2,37,noise,present,notCued,noise,football,0,1953
s1_ll_fs4n_2,2,38,congruent,present,label,swan,swan,0,2047
s1_ll_fs4n_2,2,39,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,2,40,noise,absent,notCued,noise,NA,1,1953
s1_ll_fs4n_2,2,41,noise,absent,notCued,noise,NA,1,2203
s1_ll_fs4n_2,2,42,noise,present,notCued,noise,football,0,1953
s1_ll_fs4n_2,2,43,noise,present,notCued,noise,rollingpin,0,2000
s1_ll_fs4n_2,2,44,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,2,45,noise,absent,notCued,noise,NA,1,2188
s1_ll_fs4n_2,2,46,noise,present,notCued,noise,turtle,0,2125
s1_ll_fs4n_2,2,47,congruent,present,label,turtle,turtle,1,2516
s1_ll_fs4n_2,2,48,incongruent,absent,label,turtle,NA,1,2297
s1_ll_fs4n_2,2,49,congruent,present,label,banana,banana,0,2360
s1_ll_fs4n_2,2,50,noise,absent,notCued,noise,NA,1,2656
s1_ll_fs4n_2,2,51,incongruent,absent,label,zebra,NA,1,2312
s1_ll_fs4n_2,2,52,incongruent,absent,label,swan,NA,1,2078
s1_ll_fs4n_2,2,53,congruent,present,label,rollingpin,rollingpin,1,1922
s1_ll_fs4n_2,2,54,noise,absent,notCued,noise,NA,1,2078
s1_ll_fs4n_2,2,55,noise,present,notCued,noise,turtle,0,2359
s1_ll_fs4n_2,2,56,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,2,57,incongruent,absent,label,pumpkin,NA,1,2250
s1_ll_fs4n_2,2,58,noise,present,notCued,noise,banana,0,2515
s1_ll_fs4n_2,2,59,noise,absent,notCued,noise,NA,0,2329
s1_ll_fs4n_2,2,60,congruent,present,label,pumpkin,pumpkin,0,2125
s1_ll_fs4n_2,2,61,incongruent,absent,label,banana,NA,1,2344
s1_ll_fs4n_2,2,62,noise,present,notCued,noise,pumpkin,0,2516
s1_ll_fs4n_2,2,63,noise,present,notCued,noise,turtle,0,1953
s1_ll_fs4n_2,2,64,congruent,present,label,banana,banana,0,2078
s1_ll_fs4n_2,2,65,noise,absent,notCued,noise,NA,1,1937
s1_ll_fs4n_2,2,66,incongruent,absent,label,rollingpin,NA,0,1844
s1_ll_fs4n_2,2,67,incongruent,present,label,swan,rollingpin,0,2250
s1_ll_fs4n_2,2,68,congruent,present,label,banana,banana,1,1844
s1_ll_fs4n_2,2,69,noise,present,notCued,noise,zebra,0,2156
s1_ll_fs4n_2,2,70,noise,present,notCued,noise,kangaroo,0,2000
s1_ll_fs4n_2,2,71,noise,present,notCued,noise,pumpkin,0,2156
s1_ll_fs4n_2,2,72,noise,present,notCued,noise,swan,0,2110
s1_ll_fs4n_2,2,73,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,2,74,incongruent,present,label,turtle,pumpkin,0,2219
s1_ll_fs4n_2,2,75,incongruent,absent,label,banana,NA,1,2313
s1_ll_fs4n_2,2,76,incongruent,absent,label,turtle,NA,1,2047
s1_ll_fs4n_2,2,77,incongruent,absent,label,zebra,NA,1,2250
s1_ll_fs4n_2,2,78,incongruent,absent,label,kangaroo,NA,1,2125
s1_ll_fs4n_2,2,79,noise,present,notCued,noise,zebra,0,2109
s1_ll_fs4n_2,2,80,incongruent,absent,label,kangaroo,NA,1,2250
s1_ll_fs4n_2,2,81,incongruent,absent,label,football,NA,0,2890
s1_ll_fs4n_2,2,82,congruent,present,label,zebra,zebra,0,2109
s1_ll_fs4n_2,2,83,incongruent,absent,label,kangaroo,NA,1,2031
s1_ll_fs4n_2,2,84,congruent,present,label,kangaroo,kangaroo,0,2078
s1_ll_fs4n_2,2,85,noise,present,notCued,noise,football,0,2094
s1_ll_fs4n_2,2,86,noise,present,notCued,noise,zebra,0,2141
s1_ll_fs4n_2,2,87,noise,present,notCued,noise,rollingpin,0,2172
s1_ll_fs4n_2,2,88,incongruent,absent,label,banana,NA,1,2062
s1_ll_fs4n_2,2,89,noise,present,notCued,noise,rollingpin,0,2015
s1_ll_fs4n_2,2,90,congruent,present,label,kangaroo,kangaroo,0,2110
s1_ll_fs4n_2,2,91,noise,present,notCued,noise,kangaroo,0,2109
s1_ll_fs4n_2,2,92,noise,present,notCued,noise,football,0,2109
s1_ll_fs4n_2,2,93,congruent,present,label,kangaroo,kangaroo,0,2016
s1_ll_fs4n_2,2,94,noise,absent,notCued,noise,NA,1,2016
s1_ll_fs4n_2,2,95,noise,present,notCued,noise,kangaroo,0,2094
s1_ll_fs4n_2,2,96,incongruent,absent,label,rollingpin,NA,1,2687
s1_ll_fs4n_2,2,97,noise,present,notCued,noise,banana,0,2063
s1_ll_fs4n_2,2,98,noise,present,notCued,noise,pumpkin,0,2063
s1_ll_fs4n_2,2,99,incongruent,absent,label,zebra,NA,1,2110
s1_ll_fs4n_2,2,100,noise,present,notCued,noise,rollingpin,1,1937
s1_ll_fs4n_2,2,101,congruent,present,label,rollingpin,rollingpin,0,1937
s1_ll_fs4n_2,2,102,incongruent,present,label,football,zebra,0,2000
s1_ll_fs4n_2,2,103,noise,present,notCued,noise,turtle,0,2016
s1_ll_fs4n_2,2,104,noise,absent,notCued,noise,NA,1,1984
s1_ll_fs4n_2,2,105,noise,absent,notCued,noise,NA,1,2734
s1_ll_fs4n_2,2,106,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,2,107,noise,absent,notCued,noise,NA,1,1891
s1_ll_fs4n_2,2,108,noise,present,notCued,noise,swan,0,1953
s1_ll_fs4n_2,2,109,congruent,present,label,swan,swan,0,1938
s1_ll_fs4n_2,2,110,congruent,present,label,football,football,0,1984
s1_ll_fs4n_2,2,111,noise,absent,notCued,noise,NA,1,2094
s1_ll_fs4n_2,2,112,incongruent,absent,label,turtle,NA,1,2172
s1_ll_fs4n_2,2,113,incongruent,absent,label,pumpkin,NA,1,2141
s1_ll_fs4n_2,2,114,incongruent,absent,label,zebra,NA,1,2000
s1_ll_fs4n_2,2,115,incongruent,absent,label,pumpkin,NA,1,1984
s1_ll_fs4n_2,2,116,congruent,present,label,zebra,zebra,1,1906
s1_ll_fs4n_2,2,117,noise,present,notCued,noise,kangaroo,0,1984
s1_ll_fs4n_2,2,118,incongruent,absent,label,rollingpin,NA,1,2203
s1_ll_fs4n_2,2,119,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,2,120,congruent,present,label,football,football,0,1906
s1_ll_fs4n_2,2,121,noise,absent,notCued,noise,NA,1,2000
s1_ll_fs4n_2,2,122,noise,present,notCued,noise,swan,0,2219
s1_ll_fs4n_2,2,123,incongruent,absent,label,kangaroo,NA,1,2531
s1_ll_fs4n_2,2,124,incongruent,absent,label,kangaroo,NA,1,2062
s1_ll_fs4n_2,2,125,congruent,present,label,swan,swan,0,4859
s1_ll_fs4n_2,2,126,incongruent,absent,label,rollingpin,NA,0,3172
s1_ll_fs4n_2,2,127,congruent,present,label,rollingpin,rollingpin,1,1953
s1_ll_fs4n_2,2,128,congruent,present,label,banana,banana,0,2281
s1_ll_fs4n_2,2,129,incongruent,absent,label,pumpkin,NA,1,2031
s1_ll_fs4n_2,2,130,incongruent,absent,label,football,NA,1,1891
s1_ll_fs4n_2,2,131,incongruent,absent,label,kangaroo,NA,1,4094
s1_ll_fs4n_2,2,132,incongruent,present,label,banana,football,1,1953
s1_ll_fs4n_2,2,133,noise,absent,notCued,noise,NA,1,1859
s1_ll_fs4n_2,2,134,noise,absent,notCued,noise,NA,1,2875
s1_ll_fs4n_2,2,135,noise,present,notCued,noise,football,0,1797
s1_ll_fs4n_2,2,136,incongruent,absent,label,swan,NA,1,1922
s1_ll_fs4n_2,2,137,noise,absent,notCued,noise,NA,1,2062
s1_ll_fs4n_2,2,138,noise,present,notCued,noise,rollingpin,1,1953
s1_ll_fs4n_2,2,139,noise,present,notCued,noise,swan,0,1953
s1_ll_fs4n_2,2,140,congruent,present,label,swan,swan,0,1938
s1_ll_fs4n_2,2,141,noise,absent,notCued,noise,NA,1,1968
s1_ll_fs4n_2,2,142,noise,present,notCued,noise,zebra,0,2000
s1_ll_fs4n_2,2,143,noise,present,notCued,noise,pumpkin,0,1875
s1_ll_fs4n_2,2,144,congruent,present,label,turtle,turtle,0,2000
s1_ll_fs4n_2,2,145,incongruent,absent,label,pumpkin,NA,1,1938
s1_ll_fs4n_2,2,146,noise,absent,notCued,noise,NA,1,2031
s1_ll_fs4n_2,2,147,noise,present,notCued,noise,pumpkin,0,2016
s1_ll_fs4n_2,2,148,incongruent,absent,label,football,NA,1,2015
s1_ll_fs4n_2,2,149,congruent,present,label,football,football,0,2016
s1_ll_fs4n_2,2,150,incongruent,absent,label,football,NA,1,2500
s1_ll_fs4n_2,2,151,noise,absent,notCued,noise,NA,1,2125
s1_ll_fs4n_2,2,152,noise,present,notCued,noise,banana,0,2078
s1_ll_fs4n_2,2,153,incongruent,present,label,swan,kangaroo,0,2000
s1_ll_fs4n_2,2,154,congruent,present,label,kangaroo,kangaroo,0,2000
s1_ll_fs4n_2,2,155,noise,absent,notCued,noise,NA,1,2031
s1_ll_fs4n_2,2,156,incongruent,absent,label,zebra,NA,1,1938
s1_ll_fs4n_2,2,157,noise,absent,notCued,noise,NA,1,2032
s1_ll_fs4n_2,2,158,incongruent,absent,label,rollingpin,NA,1,1985
s1_ll_fs4n_2,2,159,noise,absent,notCued,noise,NA,1,828
s1_ll_fs4n_2,2,160,noise,absent,notCued,noise,NA,1,2344
FSA4-1,1,1,noise,absent,notCued,noise,NA,1,2040
FSA4-1,1,2,noise,absent,notCued,noise,NA,1,1885
FSA4-1,1,3,incongruent,absent,label,rollingpin,NA,1,1927
FSA4-1,1,4,noise,absent,notCued,noise,NA,1,1914
FSA4-1,1,5,incongruent,absent,label,pumpkin,NA,1,1954
FSA4-1,1,6,incongruent,absent,label,football,NA,1,1981
FSA4-1,1,7,noise,present,notCued,noise,football,0,3063
FSA4-1,1,8,congruent,present,label,rollingpin,rollingpin,1,1562
FSA4-1,1,9,noise,absent,notCued,noise,NA,1,2242
FSA4-1,1,10,noise,present,notCued,noise,turtle,0,4924
FSA4-1,1,11,congruent,present,label,turtle,turtle,1,2042
FSA4-1,1,12,incongruent,absent,label,kangaroo,NA,1,1989
FSA4-1,1,13,incongruent,absent,label,zebra,NA,1,1976
FSA4-1,1,14,noise,absent,notCued,noise,NA,1,2115
FSA4-1,1,15,incongruent,absent,label,turtle,NA,1,2265
FSA4-1,1,16,noise,present,notCued,noise,banana,1,1855
FSA4-1,1,17,congruent,present,label,kangaroo,kangaroo,1,2330
FSA4-1,1,18,noise,present,notCued,noise,kangaroo,1,1987
FSA4-1,1,19,congruent,present,label,pumpkin,pumpkin,1,1998
FSA4-1,1,20,congruent,present,label,football,football,1,1880
FSA4-1,1,21,noise,absent,notCued,noise,NA,1,1907
FSA4-1,1,22,noise,absent,notCued,noise,NA,1,1949
FSA4-1,1,23,noise,present,notCued,noise,rollingpin,1,1895
FSA4-1,1,24,noise,present,notCued,noise,football,1,2139
FSA4-1,1,25,incongruent,absent,label,kangaroo,NA,1,2129
FSA4-1,1,26,noise,absent,notCued,noise,NA,1,2108
FSA4-1,1,27,incongruent,present,label,swan,kangaroo,1,1800
FSA4-1,1,28,incongruent,absent,label,rollingpin,NA,1,2609
FSA4-1,1,29,noise,present,notCued,noise,football,1,1903
FSA4-1,1,30,noise,absent,notCued,noise,NA,0,1892
FSA4-1,1,31,noise,present,notCued,noise,football,1,1860
FSA4-1,1,32,incongruent,absent,label,turtle,NA,1,1934
FSA4-1,1,33,noise,absent,notCued,noise,NA,1,2140
FSA4-1,1,34,incongruent,absent,label,kangaroo,NA,1,2675
FSA4-1,1,35,congruent,present,label,turtle,turtle,1,2319
FSA4-1,1,36,noise,present,notCued,noise,zebra,1,2557
FSA4-1,1,37,incongruent,absent,label,banana,NA,1,2204
FSA4-1,1,38,noise,present,notCued,noise,turtle,1,3159
FSA4-1,1,39,incongruent,absent,label,banana,NA,1,1843
FSA4-1,1,40,incongruent,absent,label,zebra,NA,1,2141
FSA4-1,1,41,noise,absent,notCued,noise,NA,1,2024
FSA4-1,1,42,noise,present,notCued,noise,pumpkin,1,2179
FSA4-1,1,43,noise,present,notCued,noise,pumpkin,1,1846
FSA4-1,1,44,congruent,present,label,zebra,zebra,1,1826
FSA4-1,1,45,noise,absent,notCued,noise,NA,1,1820
FSA4-1,1,46,noise,absent,notCued,noise,NA,1,1815
FSA4-1,1,47,incongruent,absent,label,zebra,NA,1,1883
FSA4-1,1,48,noise,present,notCued,noise,turtle,1,1820
FSA4-1,1,49,noise,absent,notCued,noise,NA,1,1805
FSA4-1,1,50,incongruent,absent,label,rollingpin,NA,1,1847
FSA4-1,1,51,noise,present,notCued,noise,kangaroo,1,1966
FSA4-1,1,52,noise,absent,notCued,noise,NA,1,1850
FSA4-1,1,53,noise,absent,notCued,noise,NA,1,1834
FSA4-1,1,54,incongruent,absent,label,pumpkin,NA,1,1777
FSA4-1,1,55,incongruent,absent,label,pumpkin,NA,1,1807
FSA4-1,1,56,noise,absent,notCued,noise,NA,1,1815
FSA4-1,1,57,incongruent,absent,label,football,NA,1,1858
FSA4-1,1,58,congruent,present,label,zebra,zebra,1,2386
FSA4-1,1,59,congruent,present,label,banana,banana,1,1801
FSA4-1,1,60,noise,present,notCued,noise,rollingpin,1,1803
FSA4-1,1,61,noise,present,notCued,noise,pumpkin,1,1821
FSA4-1,1,62,noise,present,notCued,noise,swan,1,1823
FSA4-1,1,63,incongruent,absent,label,turtle,NA,1,2471
FSA4-1,1,64,noise,present,notCued,noise,swan,1,1854
FSA4-1,1,65,incongruent,present,label,banana,football,1,1826
FSA4-1,1,66,noise,present,notCued,noise,rollingpin,1,1845
FSA4-1,1,67,noise,absent,notCued,noise,NA,1,1961
FSA4-1,1,68,noise,present,notCued,noise,zebra,1,1795
FSA4-1,1,69,congruent,present,label,turtle,turtle,1,1556
FSA4-1,1,70,noise,absent,notCued,noise,NA,1,1862
FSA4-1,1,71,noise,present,notCued,noise,banana,1,964
FSA4-1,1,72,incongruent,absent,label,football,NA,1,1855
FSA4-1,1,73,noise,absent,notCued,noise,NA,1,2110
FSA4-1,1,74,noise,absent,notCued,noise,NA,1,2531
FSA4-1,1,75,incongruent,present,label,rollingpin,turtle,1,1857
FSA4-1,1,76,noise,present,notCued,noise,zebra,1,1905
FSA4-1,1,77,incongruent,present,label,turtle,pumpkin,0,1872
FSA4-1,1,78,congruent,present,label,pumpkin,pumpkin,0,2308
FSA4-1,1,79,congruent,present,label,pumpkin,pumpkin,1,1774
FSA4-1,1,80,noise,absent,notCued,noise,NA,1,1855
FSA4-1,1,81,congruent,present,label,pumpkin,pumpkin,1,1778
FSA4-1,1,82,noise,present,notCued,noise,rollingpin,1,1798
FSA4-1,1,83,congruent,present,label,kangaroo,kangaroo,1,1872
FSA4-1,1,84,noise,absent,notCued,noise,NA,1,1881
FSA4-1,1,85,congruent,present,label,kangaroo,kangaroo,0,1944
FSA4-1,1,86,noise,absent,notCued,noise,NA,1,1892
FSA4-1,1,87,congruent,present,label,zebra,zebra,1,1769
FSA4-1,1,88,incongruent,present,label,turtle,banana,1,2280
FSA4-1,1,89,incongruent,absent,label,swan,NA,1,1928
FSA4-1,1,90,congruent,present,label,rollingpin,rollingpin,1,1808
FSA4-1,1,91,noise,absent,notCued,noise,NA,1,1832
FSA4-1,1,92,noise,present,notCued,noise,pumpkin,1,1790
FSA4-1,1,93,incongruent,absent,label,zebra,NA,1,1803
FSA4-1,1,94,noise,absent,notCued,noise,NA,1,1805
FSA4-1,1,95,noise,present,notCued,noise,pumpkin,1,1776
FSA4-1,1,96,incongruent,absent,label,kangaroo,NA,1,1828
FSA4-1,1,97,noise,absent,notCued,noise,NA,1,1836
FSA4-1,1,98,congruent,present,label,banana,banana,1,1791
FSA4-1,1,99,noise,absent,notCued,noise,NA,1,1778
FSA4-1,1,100,incongruent,absent,label,pumpkin,NA,1,1858
FSA4-1,1,101,noise,absent,notCued,noise,NA,1,1913
FSA4-1,1,102,noise,absent,notCued,noise,NA,1,1945
FSA4-1,1,103,congruent,present,label,banana,banana,1,1807
FSA4-1,1,104,incongruent,absent,label,football,NA,1,1970
FSA4-1,1,105,congruent,present,label,swan,swan,1,1798
FSA4-1,1,106,incongruent,present,label,football,zebra,1,1850
FSA4-1,1,107,noise,absent,notCued,noise,NA,1,1902
FSA4-1,1,108,incongruent,absent,label,pumpkin,NA,1,1905
FSA4-1,1,109,noise,present,notCued,noise,banana,1,1802
FSA4-1,1,110,noise,present,notCued,noise,football,1,1831
FSA4-1,1,111,noise,present,notCued,noise,swan,1,1698
FSA4-1,1,112,congruent,present,label,rollingpin,rollingpin,1,1894
FSA4-1,1,113,incongruent,absent,label,swan,NA,1,1798
FSA4-1,1,114,noise,absent,notCued,noise,NA,0,1812
FSA4-1,1,115,incongruent,absent,label,zebra,NA,1,1795
FSA4-1,1,116,incongruent,absent,label,rollingpin,NA,1,1815
FSA4-1,1,117,incongruent,absent,label,banana,NA,1,1838
FSA4-1,1,118,noise,absent,notCued,noise,NA,1,1886
FSA4-1,1,119,congruent,present,label,zebra,zebra,1,1889
FSA4-1,1,120,congruent,present,label,swan,swan,1,1801
FSA4-1,1,121,congruent,present,label,turtle,turtle,1,1823
FSA4-1,1,122,noise,present,notCued,noise,kangaroo,0,1841
FSA4-1,1,123,noise,present,notCued,noise,turtle,0,1853
FSA4-1,1,124,noise,present,notCued,noise,banana,1,1561
FSA4-1,1,125,incongruent,absent,label,zebra,NA,1,1796
FSA4-1,1,126,congruent,present,label,swan,swan,1,2122
FSA4-1,1,127,congruent,present,label,football,football,1,1832
